"sub","reward_self","effort_self","reward_other","effort_other","diff_effort","diff_reward"
"5156",0.716451059597666,-0.048103292387911,0.23251911395073,-0.37905250907338,-0.330949216685469,-0.483931945646936
"5273",0.727320002262183,-0.263279061684806,0.201242312565791,-0.261852508101067,0.00142655358373905,-0.526077689696391
"5495",0.714015713346796,-0.0491581323389796,0.314821551215136,-0.188217141268157,-0.139059008929177,-0.39919416213166
"5654",0.716451059597666,-0.048103292387911,0.229262403012278,-1.03307953349816,-0.984976241110246,-0.487188656585387
"5822",0.716451059597666,-0.048103292387911,0.055201842958416,0.0997593655238615,0.147862657911772,-0.66124921663925
"5835",0.724327117441859,-0.0739094044436049,0.318746833309916,-0.221908169933371,-0.147998765489766,-0.405580284131943
"5918",0.734619068481025,-1.01320602497552,0.323971061463305,-1.1881180689771,-0.174912044001578,-0.410648007017721
"6055",0.45373363755644,-0.440050333090513,0.0428212038585934,-0.100607110334126,0.339443222756387,-0.410912433697847
"6121",0.716451059597666,-0.048103292387911,0.0561180605376718,0.0955622308034963,0.143665523191407,-0.660332999059994
"6246",0.72008569413147,-0.0573345134380738,0.210712164515042,-0.644615359177226,-0.587280845739152,-0.509373529616428
"6324",0.716451059597666,-0.048103292387911,0.242127022170453,-0.4447226327613,-0.396619340373389,-0.474324037427212
"6332",0.941868860762987,-0.281032176314226,0.0998618207726124,-0.0984595188123484,0.182572657501878,-0.842007039990374
"6335",0.716451059597666,-0.048103292387911,0.00714245154443816,-0.146060071604241,-0.0979567792163301,-0.709308608053227
"6397",0.714148969194144,-0.0486270173808449,0.0565092058670907,0.101665752793509,0.150292770174354,-0.657639763327053
"6469",0.695441285441042,-0.652656077452768,0.223040182113722,-0.687428479335052,-0.034772401882284,-0.47240110332732
"6495",0.947904369887421,-0.434275741742045,0.115459415033032,-0.488069339068322,-0.0537935973262763,-0.83244495485439
"6604",0.716451059597666,-0.048103292387911,0.055201842958416,0.0997593655238615,0.147862657911772,-0.66124921663925
"6644",0.116899129293606,-0.70679716318211,0.235699021004253,-0.134058847762998,0.572738315419113,0.118799891710646
"6707",0.717795753664514,-0.0479211144888417,0.0581115505583024,0.0919844960075409,0.139905610496383,-0.659684203106212
"7047",0.723981205759061,-0.0661840004918788,0.0627348527637775,0.0800278933561519,0.146211893848031,-0.661246352995284
"7107",0.721137592002087,-0.0522314871974804,0.176108857228504,0.223875675115722,0.276107162313203,-0.545028734773582
"7389",0.45373363755644,-0.440050333090513,0.0625357097477575,0.0846815653944004,0.524731898484914,-0.391197927808683
"7512",0.717136266387202,-0.0510772983539907,0.057728268884221,0.0954370270610782,0.146514325415069,-0.659407997502981
"7656",0.716451059597666,-0.048103292387911,0.119828377521931,-0.658561452529668,-0.610458160141757,-0.596622682075735
