"","sub","decision","reward","effort","agent","success","grupo","tasa_fallo_self","tasa_fallo_other","zeros_SELF","zeros_OTHER","AIM_2","AIM_3","AIM_4","AIM_num","trail"
"1",129,1,1,1,0,0,0,13.64,0,0,58.33,2,3,4,5,1
"2",129,1,2,1,0,0,0,13.64,0,0,58.33,2,3,4,5,2
"3",129,1,3,1,0,0,0,13.64,0,0,58.33,2,3,4,5,3
"4",129,1,1,2,0,0,0,13.64,0,0,58.33,2,3,4,5,4
"5",129,1,2,2,0,0,0,13.64,0,0,58.33,2,3,4,5,5
"6",129,1,3,2,0,0,0,13.64,0,0,58.33,2,3,4,5,6
"7",129,0,1,3,0,0,0,13.64,0,0,58.33,2,3,4,5,7
"8",129,1,2,3,0,0,0,13.64,0,0,58.33,2,3,4,5,8
"9",129,1,3,3,0,0,0,13.64,0,0,58.33,2,3,4,5,9
"10",129,0,1,4,0,0,0,13.64,0,0,58.33,2,3,4,5,10
"11",129,1,2,4,0,0,0,13.64,0,0,58.33,2,3,4,5,11
"12",129,1,3,4,0,0,0,13.64,0,0,58.33,2,3,4,5,12
"13",129,1,1,1,0,0,0,13.64,0,0,58.33,2,3,4,5,13
"14",129,1,2,1,0,0,0,13.64,0,0,58.33,2,3,4,5,14
"15",129,1,3,1,0,0,0,13.64,0,0,58.33,2,3,4,5,15
"16",129,1,1,2,0,0,0,13.64,0,0,58.33,2,3,4,5,16
"17",129,1,2,2,0,0,0,13.64,0,0,58.33,2,3,4,5,17
"18",129,1,3,2,0,0,0,13.64,0,0,58.33,2,3,4,5,18
"19",129,1,1,3,0,0,0,13.64,0,0,58.33,2,3,4,5,19
"20",129,1,2,3,0,1,0,13.64,0,0,58.33,2,3,4,5,20
"21",129,1,3,3,0,0,0,13.64,0,0,58.33,2,3,4,5,21
"22",129,1,1,4,0,1,0,13.64,0,0,58.33,2,3,4,5,22
"23",129,1,2,4,0,1,0,13.64,0,0,58.33,2,3,4,5,23
"24",129,1,3,4,0,0,0,13.64,0,0,58.33,2,3,4,5,24
"25",129,0,1,1,1,0,0,13.64,0,0,58.33,2,3,4,5,25
"26",129,1,2,1,1,0,0,13.64,0,0,58.33,2,3,4,5,26
"27",129,0,3,1,1,0,0,13.64,0,0,58.33,2,3,4,5,27
"28",129,0,1,2,1,0,0,13.64,0,0,58.33,2,3,4,5,28
"29",129,0,2,2,1,0,0,13.64,0,0,58.33,2,3,4,5,29
"30",129,0,3,2,1,0,0,13.64,0,0,58.33,2,3,4,5,30
"31",129,0,1,3,1,0,0,13.64,0,0,58.33,2,3,4,5,31
"32",129,2,2,3,1,0,0,13.64,0,0,58.33,2,3,4,5,32
"33",129,0,3,3,1,0,0,13.64,0,0,58.33,2,3,4,5,33
"34",129,2,1,4,1,0,0,13.64,0,0,58.33,2,3,4,5,34
"35",129,2,2,4,1,0,0,13.64,0,0,58.33,2,3,4,5,35
"36",129,0,3,4,1,0,0,13.64,0,0,58.33,2,3,4,5,36
"37",129,2,1,1,1,0,0,13.64,0,0,58.33,2,3,4,5,37
"38",129,0,2,1,1,0,0,13.64,0,0,58.33,2,3,4,5,38
"39",129,2,3,1,1,0,0,13.64,0,0,58.33,2,3,4,5,39
"40",129,2,1,2,1,0,0,13.64,0,0,58.33,2,3,4,5,40
"41",129,2,2,2,1,0,0,13.64,0,0,58.33,2,3,4,5,41
"42",129,2,3,2,1,0,0,13.64,0,0,58.33,2,3,4,5,42
"43",129,2,1,3,1,0,0,13.64,0,0,58.33,2,3,4,5,43
"44",129,2,2,3,1,0,0,13.64,0,0,58.33,2,3,4,5,44
"45",129,2,3,3,1,0,0,13.64,0,0,58.33,2,3,4,5,45
"46",129,2,1,4,1,0,0,13.64,0,0,58.33,2,3,4,5,46
"47",129,2,2,4,1,0,0,13.64,0,0,58.33,2,3,4,5,47
"48",129,2,3,4,1,0,0,13.64,0,0,58.33,2,3,4,5,48
"49",155,1,1,1,0,0,0,0,4.76,0,4.17,2,2,3,4,1
"50",155,1,2,1,0,0,0,0,4.76,0,4.17,2,2,3,4,2
"51",155,1,3,1,0,0,0,0,4.76,0,4.17,2,2,3,4,3
"52",155,1,1,2,0,0,0,0,4.76,0,4.17,2,2,3,4,4
"53",155,1,2,2,0,0,0,0,4.76,0,4.17,2,2,3,4,5
"54",155,1,3,2,0,0,0,0,4.76,0,4.17,2,2,3,4,6
"55",155,1,1,3,0,0,0,0,4.76,0,4.17,2,2,3,4,7
"56",155,1,2,3,0,0,0,0,4.76,0,4.17,2,2,3,4,8
"57",155,1,3,3,0,0,0,0,4.76,0,4.17,2,2,3,4,9
"58",155,1,1,4,0,0,0,0,4.76,0,4.17,2,2,3,4,10
"59",155,1,2,4,0,0,0,0,4.76,0,4.17,2,2,3,4,11
"60",155,1,3,4,0,0,0,0,4.76,0,4.17,2,2,3,4,12
"61",155,1,1,1,0,0,0,0,4.76,0,4.17,2,2,3,4,13
"62",155,1,2,1,0,0,0,0,4.76,0,4.17,2,2,3,4,14
"63",155,1,3,1,0,0,0,0,4.76,0,4.17,2,2,3,4,15
"64",155,1,1,2,0,0,0,0,4.76,0,4.17,2,2,3,4,16
"65",155,1,2,2,0,0,0,0,4.76,0,4.17,2,2,3,4,17
"66",155,1,3,2,0,0,0,0,4.76,0,4.17,2,2,3,4,18
"67",155,1,1,3,0,0,0,0,4.76,0,4.17,2,2,3,4,19
"68",155,1,2,3,0,0,0,0,4.76,0,4.17,2,2,3,4,20
"69",155,1,3,3,0,0,0,0,4.76,0,4.17,2,2,3,4,21
"70",155,1,1,4,0,0,0,0,4.76,0,4.17,2,2,3,4,22
"71",155,1,2,4,0,0,0,0,4.76,0,4.17,2,2,3,4,23
"72",155,1,3,4,0,0,0,0,4.76,0,4.17,2,2,3,4,24
"73",155,1,1,1,1,0,0,0,4.76,0,4.17,2,2,3,4,25
"74",155,1,2,1,1,0,0,0,4.76,0,4.17,2,2,3,4,26
"75",155,1,3,1,1,0,0,0,4.76,0,4.17,2,2,3,4,27
"76",155,1,1,2,1,0,0,0,4.76,0,4.17,2,2,3,4,28
"77",155,1,2,2,1,0,0,0,4.76,0,4.17,2,2,3,4,29
"78",155,1,3,2,1,0,0,0,4.76,0,4.17,2,2,3,4,30
"79",155,1,1,3,1,0,0,0,4.76,0,4.17,2,2,3,4,31
"80",155,1,2,3,1,0,0,0,4.76,0,4.17,2,2,3,4,32
"81",155,0,3,3,1,0,0,0,4.76,0,4.17,2,2,3,4,33
"82",155,1,1,4,1,0,0,0,4.76,0,4.17,2,2,3,4,34
"83",155,0,2,4,1,0,0,0,4.76,0,4.17,2,2,3,4,35
"84",155,1,3,4,1,0,0,0,4.76,0,4.17,2,2,3,4,36
"85",155,1,1,1,1,0,0,0,4.76,0,4.17,2,2,3,4,37
"86",155,1,2,1,1,0,0,0,4.76,0,4.17,2,2,3,4,38
"87",155,1,3,1,1,0,0,0,4.76,0,4.17,2,2,3,4,39
"88",155,1,1,2,1,0,0,0,4.76,0,4.17,2,2,3,4,40
"89",155,1,2,2,1,0,0,0,4.76,0,4.17,2,2,3,4,41
"90",155,2,3,2,1,0,0,0,4.76,0,4.17,2,2,3,4,42
"91",155,1,1,3,1,0,0,0,4.76,0,4.17,2,2,3,4,43
"92",155,1,2,3,1,0,0,0,4.76,0,4.17,2,2,3,4,44
"93",155,1,3,3,1,0,0,0,4.76,0,4.17,2,2,3,4,45
"94",155,1,1,4,1,1,0,0,4.76,0,4.17,2,2,3,4,46
"95",155,1,2,4,1,0,0,0,4.76,0,4.17,2,2,3,4,47
"96",155,1,3,4,1,0,0,0,4.76,0,4.17,2,2,3,4,48
"97",332,1,1,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,1
"98",332,1,2,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,2
"99",332,1,3,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,3
"100",332,1,1,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,4
"101",332,1,2,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,5
"102",332,1,3,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,6
"103",332,1,1,3,0,0,1,4.17,13.33,0,12.5,1,2,2,3,7
"104",332,1,2,3,0,0,1,4.17,13.33,0,12.5,1,2,2,3,8
"105",332,1,3,3,0,0,1,4.17,13.33,0,12.5,1,2,2,3,9
"106",332,1,1,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,10
"107",332,1,2,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,11
"108",332,1,3,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,12
"109",332,1,1,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,13
"110",332,1,2,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,14
"111",332,1,3,1,0,0,1,4.17,13.33,0,12.5,1,2,2,3,15
"112",332,1,1,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,16
"113",332,1,2,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,17
"114",332,1,3,2,0,0,1,4.17,13.33,0,12.5,1,2,2,3,18
"115",332,1,1,3,0,0,1,4.17,13.33,0,12.5,1,2,2,3,19
"116",332,1,2,3,0,0,1,4.17,13.33,0,12.5,1,2,2,3,20
"117",332,1,3,3,0,1,1,4.17,13.33,0,12.5,1,2,2,3,21
"118",332,1,1,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,22
"119",332,1,2,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,23
"120",332,1,3,4,0,0,1,4.17,13.33,0,12.5,1,2,2,3,24
"121",332,1,1,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,25
"122",332,1,2,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,26
"123",332,1,3,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,27
"124",332,1,1,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,28
"125",332,1,2,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,29
"126",332,1,3,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,30
"127",332,0,1,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,31
"128",332,1,2,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,32
"129",332,2,3,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,33
"130",332,1,1,4,1,0,1,4.17,13.33,0,12.5,1,2,2,3,34
"131",332,1,2,4,1,1,1,4.17,13.33,0,12.5,1,2,2,3,35
"132",332,1,3,4,1,0,1,4.17,13.33,0,12.5,1,2,2,3,36
"133",332,1,1,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,37
"134",332,0,2,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,38
"135",332,0,3,1,1,0,1,4.17,13.33,0,12.5,1,2,2,3,39
"136",332,0,1,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,40
"137",332,2,2,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,41
"138",332,1,3,2,1,0,1,4.17,13.33,0,12.5,1,2,2,3,42
"139",332,0,1,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,43
"140",332,0,2,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,44
"141",332,1,3,3,1,0,1,4.17,13.33,0,12.5,1,2,2,3,45
"142",332,1,1,4,1,1,1,4.17,13.33,0,12.5,1,2,2,3,46
"143",332,1,2,4,1,0,1,4.17,13.33,0,12.5,1,2,2,3,47
"144",332,2,3,4,1,0,1,4.17,13.33,0,12.5,1,2,2,3,48
"145",548,1,1,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,1
"146",548,2,2,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,2
"147",548,1,3,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,3
"148",548,1,1,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,4
"149",548,1,2,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,5
"150",548,1,3,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,6
"151",548,1,1,3,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,7
"152",548,1,2,3,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,8
"153",548,1,3,3,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,9
"154",548,1,1,4,0,1,0,13.04,8.7,4.17,4.17,2,3,4,7,10
"155",548,1,2,4,0,1,0,13.04,8.7,4.17,4.17,2,3,4,7,11
"156",548,1,3,4,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,12
"157",548,1,1,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,13
"158",548,1,2,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,14
"159",548,1,3,1,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,15
"160",548,1,1,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,16
"161",548,1,2,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,17
"162",548,1,3,2,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,18
"163",548,1,1,3,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,19
"164",548,1,2,3,0,1,0,13.04,8.7,4.17,4.17,2,3,4,7,20
"165",548,1,3,3,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,21
"166",548,1,1,4,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,22
"167",548,1,2,4,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,23
"168",548,1,3,4,0,0,0,13.04,8.7,4.17,4.17,2,3,4,7,24
"169",548,1,1,1,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,25
"170",548,1,2,1,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,26
"171",548,1,3,1,1,1,0,13.04,8.7,4.17,4.17,2,3,4,7,27
"172",548,1,1,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,28
"173",548,1,2,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,29
"174",548,1,3,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,30
"175",548,1,1,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,31
"176",548,1,2,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,32
"177",548,1,3,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,33
"178",548,1,1,4,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,34
"179",548,1,2,4,1,1,0,13.04,8.7,4.17,4.17,2,3,4,7,35
"180",548,1,3,4,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,36
"181",548,2,1,1,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,37
"182",548,1,2,1,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,38
"183",548,1,3,1,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,39
"184",548,1,1,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,40
"185",548,1,2,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,41
"186",548,1,3,2,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,42
"187",548,1,1,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,43
"188",548,1,2,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,44
"189",548,1,3,3,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,45
"190",548,1,1,4,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,46
"191",548,1,2,4,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,47
"192",548,1,3,4,1,0,0,13.04,8.7,4.17,4.17,2,3,4,7,48
"193",849,1,1,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,1
"194",849,1,2,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,2
"195",849,1,3,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,3
"196",849,1,1,2,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,4
"197",849,1,2,2,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,5
"198",849,1,3,2,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,6
"199",849,1,1,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,7
"200",849,1,2,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,8
"201",849,1,3,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,9
"202",849,2,1,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,10
"203",849,2,2,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,11
"204",849,1,3,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,12
"205",849,1,1,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,13
"206",849,1,2,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,14
"207",849,1,3,1,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,15
"208",849,1,1,2,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,16
"209",849,1,2,2,0,1,1,4.76,4.35,12.5,4.17,1,1,1,2,17
"210",849,1,3,2,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,18
"211",849,1,1,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,19
"212",849,2,2,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,20
"213",849,1,3,3,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,21
"214",849,1,1,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,22
"215",849,1,2,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,23
"216",849,1,3,4,0,0,1,4.76,4.35,12.5,4.17,1,1,1,2,24
"217",849,1,1,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,25
"218",849,1,2,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,26
"219",849,1,3,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,27
"220",849,1,1,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,28
"221",849,2,2,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,29
"222",849,1,3,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,30
"223",849,1,1,3,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,31
"224",849,1,2,3,1,1,1,4.76,4.35,12.5,4.17,1,1,1,2,32
"225",849,1,3,3,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,33
"226",849,1,1,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,34
"227",849,1,2,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,35
"228",849,1,3,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,36
"229",849,1,1,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,37
"230",849,1,2,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,38
"231",849,1,3,1,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,39
"232",849,1,1,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,40
"233",849,1,2,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,41
"234",849,1,3,2,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,42
"235",849,1,1,3,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,43
"236",849,1,2,3,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,44
"237",849,1,3,3,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,45
"238",849,1,1,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,46
"239",849,1,2,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,47
"240",849,1,3,4,1,0,1,4.76,4.35,12.5,4.17,1,1,1,2,48
"241",893,1,1,1,0,0,1,0,0,0,0,1,1,1,2,1
"242",893,1,2,1,0,0,1,0,0,0,0,1,1,1,2,2
"243",893,1,3,1,0,0,1,0,0,0,0,1,1,1,2,3
"244",893,1,1,2,0,0,1,0,0,0,0,1,1,1,2,4
"245",893,1,2,2,0,0,1,0,0,0,0,1,1,1,2,5
"246",893,1,3,2,0,0,1,0,0,0,0,1,1,1,2,6
"247",893,1,1,3,0,0,1,0,0,0,0,1,1,1,2,7
"248",893,1,2,3,0,0,1,0,0,0,0,1,1,1,2,8
"249",893,1,3,3,0,0,1,0,0,0,0,1,1,1,2,9
"250",893,1,1,4,0,0,1,0,0,0,0,1,1,1,2,10
"251",893,1,2,4,0,0,1,0,0,0,0,1,1,1,2,11
"252",893,1,3,4,0,0,1,0,0,0,0,1,1,1,2,12
"253",893,1,1,1,0,0,1,0,0,0,0,1,1,1,2,13
"254",893,1,2,1,0,0,1,0,0,0,0,1,1,1,2,14
"255",893,1,3,1,0,0,1,0,0,0,0,1,1,1,2,15
"256",893,1,1,2,0,0,1,0,0,0,0,1,1,1,2,16
"257",893,1,2,2,0,0,1,0,0,0,0,1,1,1,2,17
"258",893,1,3,2,0,0,1,0,0,0,0,1,1,1,2,18
"259",893,1,1,3,0,0,1,0,0,0,0,1,1,1,2,19
"260",893,1,2,3,0,0,1,0,0,0,0,1,1,1,2,20
"261",893,1,3,3,0,0,1,0,0,0,0,1,1,1,2,21
"262",893,1,1,4,0,0,1,0,0,0,0,1,1,1,2,22
"263",893,1,2,4,0,0,1,0,0,0,0,1,1,1,2,23
"264",893,1,3,4,0,0,1,0,0,0,0,1,1,1,2,24
"265",893,1,1,1,1,0,1,0,0,0,0,1,1,1,2,25
"266",893,1,2,1,1,0,1,0,0,0,0,1,1,1,2,26
"267",893,1,3,1,1,0,1,0,0,0,0,1,1,1,2,27
"268",893,1,1,2,1,0,1,0,0,0,0,1,1,1,2,28
"269",893,1,2,2,1,0,1,0,0,0,0,1,1,1,2,29
"270",893,1,3,2,1,0,1,0,0,0,0,1,1,1,2,30
"271",893,1,1,3,1,0,1,0,0,0,0,1,1,1,2,31
"272",893,1,2,3,1,0,1,0,0,0,0,1,1,1,2,32
"273",893,1,3,3,1,0,1,0,0,0,0,1,1,1,2,33
"274",893,1,1,4,1,0,1,0,0,0,0,1,1,1,2,34
"275",893,1,2,4,1,0,1,0,0,0,0,1,1,1,2,35
"276",893,1,3,4,1,0,1,0,0,0,0,1,1,1,2,36
"277",893,1,1,1,1,0,1,0,0,0,0,1,1,1,2,37
"278",893,1,2,1,1,0,1,0,0,0,0,1,1,1,2,38
"279",893,1,3,1,1,0,1,0,0,0,0,1,1,1,2,39
"280",893,1,1,2,1,0,1,0,0,0,0,1,1,1,2,40
"281",893,1,2,2,1,0,1,0,0,0,0,1,1,1,2,41
"282",893,1,3,2,1,0,1,0,0,0,0,1,1,1,2,42
"283",893,1,1,3,1,0,1,0,0,0,0,1,1,1,2,43
"284",893,1,2,3,1,0,1,0,0,0,0,1,1,1,2,44
"285",893,1,3,3,1,0,1,0,0,0,0,1,1,1,2,45
"286",893,1,1,4,1,0,1,0,0,0,0,1,1,1,2,46
"287",893,1,2,4,1,0,1,0,0,0,0,1,1,1,2,47
"288",893,1,3,4,1,0,1,0,0,0,0,1,1,1,2,48
"289",974,1,1,1,0,0,1,23.08,0,20.83,8.33,2,2,3,4,1
"290",974,0,2,1,0,0,1,23.08,0,20.83,8.33,2,2,3,4,2
"291",974,1,3,1,0,0,1,23.08,0,20.83,8.33,2,2,3,4,3
"292",974,1,1,2,0,0,1,23.08,0,20.83,8.33,2,2,3,4,4
"293",974,1,2,2,0,0,1,23.08,0,20.83,8.33,2,2,3,4,5
"294",974,1,3,2,0,0,1,23.08,0,20.83,8.33,2,2,3,4,6
"295",974,0,1,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,7
"296",974,2,2,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,8
"297",974,2,3,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,9
"298",974,0,1,4,0,0,1,23.08,0,20.83,8.33,2,2,3,4,10
"299",974,1,2,4,0,1,1,23.08,0,20.83,8.33,2,2,3,4,11
"300",974,2,3,4,0,0,1,23.08,0,20.83,8.33,2,2,3,4,12
"301",974,1,1,1,0,0,1,23.08,0,20.83,8.33,2,2,3,4,13
"302",974,1,2,1,0,1,1,23.08,0,20.83,8.33,2,2,3,4,14
"303",974,1,3,1,0,0,1,23.08,0,20.83,8.33,2,2,3,4,15
"304",974,0,1,2,0,0,1,23.08,0,20.83,8.33,2,2,3,4,16
"305",974,1,2,2,0,0,1,23.08,0,20.83,8.33,2,2,3,4,17
"306",974,1,3,2,0,1,1,23.08,0,20.83,8.33,2,2,3,4,18
"307",974,2,1,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,19
"308",974,1,2,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,20
"309",974,1,3,3,0,0,1,23.08,0,20.83,8.33,2,2,3,4,21
"310",974,0,1,4,0,0,1,23.08,0,20.83,8.33,2,2,3,4,22
"311",974,0,2,4,0,0,1,23.08,0,20.83,8.33,2,2,3,4,23
"312",974,2,3,4,0,0,1,23.08,0,20.83,8.33,2,2,3,4,24
"313",974,1,1,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,25
"314",974,2,2,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,26
"315",974,1,3,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,27
"316",974,1,1,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,28
"317",974,1,2,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,29
"318",974,2,3,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,30
"319",974,0,1,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,31
"320",974,1,2,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,32
"321",974,1,3,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,33
"322",974,0,1,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,34
"323",974,0,2,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,35
"324",974,0,3,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,36
"325",974,1,1,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,37
"326",974,1,2,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,38
"327",974,1,3,1,1,0,1,23.08,0,20.83,8.33,2,2,3,4,39
"328",974,1,1,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,40
"329",974,1,2,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,41
"330",974,1,3,2,1,0,1,23.08,0,20.83,8.33,2,2,3,4,42
"331",974,0,1,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,43
"332",974,0,2,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,44
"333",974,1,3,3,1,0,1,23.08,0,20.83,8.33,2,2,3,4,45
"334",974,0,1,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,46
"335",974,0,2,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,47
"336",974,1,3,4,1,0,1,23.08,0,20.83,8.33,2,2,3,4,48
"337",1019,1,1,1,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,1
"338",1019,1,2,1,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,2
"339",1019,1,3,1,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,3
"340",1019,1,1,2,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,4
"341",1019,1,2,2,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,5
"342",1019,1,3,2,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,6
"343",1019,1,1,3,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,7
"344",1019,1,2,3,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,8
"345",1019,1,3,3,0,0,1,4.17,0,0,8.33,NA,NA,NA,NA,9
