"","sub","decision","reward","effort","agent","success","grupo","tasa_fallo_self","tasa_fallo_other","zeros_SELF","zeros_OTHER","AIM_2","AIM_3","AIM_4","AIM_num","trail"
"1162",2854,1,1,4,0,0,0,0,0,0,0,2,3,4,7,10
"1163",2854,1,2,4,0,0,0,0,0,0,0,2,3,4,7,11
"1164",2854,1,3,4,0,0,0,0,0,0,0,2,3,4,7,12
"1165",2854,1,1,1,0,0,0,0,0,0,0,2,3,4,7,13
"1166",2854,1,2,1,0,0,0,0,0,0,0,2,3,4,7,14
"1167",2854,1,3,1,0,0,0,0,0,0,0,2,3,4,7,15
"1168",2854,1,1,2,0,0,0,0,0,0,0,2,3,4,7,16
"1169",2854,1,2,2,0,0,0,0,0,0,0,2,3,4,7,17
"1170",2854,1,3,2,0,0,0,0,0,0,0,2,3,4,7,18
"1171",2854,1,1,3,0,0,0,0,0,0,0,2,3,4,7,19
"1172",2854,1,2,3,0,0,0,0,0,0,0,2,3,4,7,20
"1173",2854,1,3,3,0,0,0,0,0,0,0,2,3,4,7,21
"1174",2854,1,1,4,0,0,0,0,0,0,0,2,3,4,7,22
"1175",2854,1,2,4,0,0,0,0,0,0,0,2,3,4,7,23
"1176",2854,1,3,4,0,0,0,0,0,0,0,2,3,4,7,24
"1177",2854,1,1,1,1,0,0,0,0,0,0,2,3,4,7,25
"1178",2854,1,2,1,1,0,0,0,0,0,0,2,3,4,7,26
"1179",2854,1,3,1,1,0,0,0,0,0,0,2,3,4,7,27
"1180",2854,1,1,2,1,0,0,0,0,0,0,2,3,4,7,28
"1181",2854,1,2,2,1,0,0,0,0,0,0,2,3,4,7,29
"1182",2854,1,3,2,1,0,0,0,0,0,0,2,3,4,7,30
"1183",2854,1,1,3,1,0,0,0,0,0,0,2,3,4,7,31
"1184",2854,1,2,3,1,0,0,0,0,0,0,2,3,4,7,32
"1185",2854,1,3,3,1,0,0,0,0,0,0,2,3,4,7,33
"1186",2854,1,1,4,1,0,0,0,0,0,0,2,3,4,7,34
"1187",2854,1,2,4,1,0,0,0,0,0,0,2,3,4,7,35
"1188",2854,1,3,4,1,0,0,0,0,0,0,2,3,4,7,36
"1189",2854,1,1,1,1,0,0,0,0,0,0,2,3,4,7,37
"1190",2854,1,2,1,1,0,0,0,0,0,0,2,3,4,7,38
"1191",2854,1,3,1,1,0,0,0,0,0,0,2,3,4,7,39
"1192",2854,1,1,2,1,0,0,0,0,0,0,2,3,4,7,40
"1193",2854,1,2,2,1,0,0,0,0,0,0,2,3,4,7,41
"1194",2854,1,3,2,1,0,0,0,0,0,0,2,3,4,7,42
"1195",2854,1,1,3,1,0,0,0,0,0,0,2,3,4,7,43
"1196",2854,1,2,3,1,0,0,0,0,0,0,2,3,4,7,44
"1197",2854,1,3,3,1,0,0,0,0,0,0,2,3,4,7,45
"1198",2854,1,1,4,1,0,0,0,0,0,0,2,3,4,7,46
"1199",2854,1,2,4,1,0,0,0,0,0,0,2,3,4,7,47
"1200",2854,1,3,4,1,0,0,0,0,0,0,2,3,4,7,48
"1201",2899,1,1,1,0,0,0,18.18,0,8.33,20.83,2,3,4,6,1
"1202",2899,1,2,1,0,0,0,18.18,0,8.33,20.83,2,3,4,6,2
"1203",2899,1,3,1,0,0,0,18.18,0,8.33,20.83,2,3,4,6,3
"1204",2899,1,1,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,4
"1205",2899,1,2,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,5
"1206",2899,1,3,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,6
"1207",2899,1,1,3,0,0,0,18.18,0,8.33,20.83,2,3,4,6,7
"1208",2899,2,2,3,0,0,0,18.18,0,8.33,20.83,2,3,4,6,8
"1209",2899,1,3,3,0,0,0,18.18,0,8.33,20.83,2,3,4,6,9
"1210",2899,2,1,4,0,0,0,18.18,0,8.33,20.83,2,3,4,6,10
"1211",2899,1,2,4,0,0,0,18.18,0,8.33,20.83,2,3,4,6,11
"1212",2899,1,3,4,0,0,0,18.18,0,8.33,20.83,2,3,4,6,12
"1213",2899,1,1,1,0,1,0,18.18,0,8.33,20.83,2,3,4,6,13
"1214",2899,1,2,1,0,0,0,18.18,0,8.33,20.83,2,3,4,6,14
"1215",2899,1,3,1,0,0,0,18.18,0,8.33,20.83,2,3,4,6,15
"1216",2899,1,1,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,16
"1217",2899,1,2,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,17
"1218",2899,1,3,2,0,0,0,18.18,0,8.33,20.83,2,3,4,6,18
"1219",2899,1,1,3,0,1,0,18.18,0,8.33,20.83,2,3,4,6,19
"1220",2899,1,2,3,0,0,0,18.18,0,8.33,20.83,2,3,4,6,20
"1221",2899,1,3,3,0,1,0,18.18,0,8.33,20.83,2,3,4,6,21
"1222",2899,1,1,4,0,1,0,18.18,0,8.33,20.83,2,3,4,6,22
"1223",2899,1,2,4,0,0,0,18.18,0,8.33,20.83,2,3,4,6,23
"1224",2899,1,3,4,0,0,0,18.18,0,8.33,20.83,2,3,4,6,24
"1225",2899,2,1,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,25
"1226",2899,1,2,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,26
"1227",2899,0,3,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,27
"1228",2899,1,1,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,28
"1229",2899,1,2,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,29
"1230",2899,1,3,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,30
"1231",2899,2,1,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,31
"1232",2899,0,2,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,32
"1233",2899,2,3,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,33
"1234",2899,2,1,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,34
"1235",2899,1,2,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,35
"1236",2899,1,3,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,36
"1237",2899,1,1,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,37
"1238",2899,0,2,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,38
"1239",2899,0,3,1,1,0,0,18.18,0,8.33,20.83,2,3,4,6,39
"1240",2899,0,1,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,40
"1241",2899,0,2,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,41
"1242",2899,1,3,2,1,0,0,18.18,0,8.33,20.83,2,3,4,6,42
"1243",2899,1,1,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,43
"1244",2899,0,2,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,44
"1245",2899,0,3,3,1,0,0,18.18,0,8.33,20.83,2,3,4,6,45
"1246",2899,0,1,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,46
"1247",2899,1,2,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,47
"1248",2899,2,3,4,1,0,0,18.18,0,8.33,20.83,2,3,4,6,48
"1249",2959,1,1,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,1
"1250",2959,1,2,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,2
"1251",2959,1,3,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,3
"1252",2959,1,1,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,4
"1253",2959,1,2,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,5
"1254",2959,1,3,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,6
"1255",2959,1,1,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,7
"1256",2959,1,2,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,8
"1257",2959,1,3,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,9
"1258",2959,2,1,4,0,0,0,4.76,0,8.33,12.5,2,3,4,6,10
"1259",2959,1,2,4,0,0,0,4.76,0,8.33,12.5,2,3,4,6,11
"1260",2959,1,3,4,0,0,0,4.76,0,8.33,12.5,2,3,4,6,12
"1261",2959,0,1,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,13
"1262",2959,1,2,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,14
"1263",2959,1,3,1,0,0,0,4.76,0,8.33,12.5,2,3,4,6,15
"1264",2959,1,1,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,16
"1265",2959,1,2,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,17
"1266",2959,2,3,2,0,0,0,4.76,0,8.33,12.5,2,3,4,6,18
"1267",2959,1,1,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,19
"1268",2959,1,2,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,20
"1269",2959,1,3,3,0,0,0,4.76,0,8.33,12.5,2,3,4,6,21
"1270",2959,1,1,4,0,1,0,4.76,0,8.33,12.5,2,3,4,6,22
"1271",2959,1,2,4,0,0,0,4.76,0,8.33,12.5,2,3,4,6,23
"1272",2959,1,3,4,0,0,0,4.76,0,8.33,12.5,2,3,4,6,24
"1273",2959,0,1,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,25
"1274",2959,0,2,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,26
"1275",2959,0,3,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,27
"1276",2959,1,1,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,28
"1277",2959,0,2,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,29
"1278",2959,0,3,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,30
"1279",2959,0,1,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,31
"1280",2959,0,2,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,32
"1281",2959,1,3,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,33
"1282",2959,2,1,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,34
"1283",2959,0,2,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,35
"1284",2959,1,3,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,36
"1285",2959,0,1,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,37
"1286",2959,1,2,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,38
"1287",2959,1,3,1,1,0,0,4.76,0,8.33,12.5,2,3,4,6,39
"1288",2959,2,1,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,40
"1289",2959,2,2,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,41
"1290",2959,1,3,2,1,0,0,4.76,0,8.33,12.5,2,3,4,6,42
"1291",2959,1,1,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,43
"1292",2959,0,2,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,44
"1293",2959,1,3,3,1,0,0,4.76,0,8.33,12.5,2,3,4,6,45
"1294",2959,1,1,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,46
"1295",2959,0,2,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,47
"1296",2959,1,3,4,1,0,0,4.76,0,8.33,12.5,2,3,4,6,48
"1297",2998,0,1,1,0,0,0,0,0,0,0,2,2,3,4,1
"1298",2998,1,2,1,0,0,0,0,0,0,0,2,2,3,4,2
"1299",2998,1,3,1,0,0,0,0,0,0,0,2,2,3,4,3
"1300",2998,1,1,2,0,0,0,0,0,0,0,2,2,3,4,4
"1301",2998,1,2,2,0,0,0,0,0,0,0,2,2,3,4,5
"1302",2998,1,3,2,0,0,0,0,0,0,0,2,2,3,4,6
"1303",2998,1,1,3,0,0,0,0,0,0,0,2,2,3,4,7
"1304",2998,1,2,3,0,0,0,0,0,0,0,2,2,3,4,8
"1305",2998,1,3,3,0,0,0,0,0,0,0,2,2,3,4,9
"1306",2998,0,1,4,0,0,0,0,0,0,0,2,2,3,4,10
"1307",2998,1,2,4,0,0,0,0,0,0,0,2,2,3,4,11
"1308",2998,1,3,4,0,0,0,0,0,0,0,2,2,3,4,12
"1309",2998,0,1,1,0,0,0,0,0,0,0,2,2,3,4,13
"1310",2998,1,2,1,0,0,0,0,0,0,0,2,2,3,4,14
"1311",2998,1,3,1,0,0,0,0,0,0,0,2,2,3,4,15
"1312",2998,0,1,2,0,0,0,0,0,0,0,2,2,3,4,16
"1313",2998,1,2,2,0,0,0,0,0,0,0,2,2,3,4,17
"1314",2998,1,3,2,0,0,0,0,0,0,0,2,2,3,4,18
"1315",2998,0,1,3,0,0,0,0,0,0,0,2,2,3,4,19
"1316",2998,1,2,3,0,0,0,0,0,0,0,2,2,3,4,20
"1317",2998,1,3,3,0,0,0,0,0,0,0,2,2,3,4,21
"1318",2998,0,1,4,0,0,0,0,0,0,0,2,2,3,4,22
"1319",2998,1,2,4,0,0,0,0,0,0,0,2,2,3,4,23
"1320",2998,1,3,4,0,0,0,0,0,0,0,2,2,3,4,24
"1321",2998,1,1,1,1,0,0,0,0,0,0,2,2,3,4,25
"1322",2998,1,2,1,1,0,0,0,0,0,0,2,2,3,4,26
"1323",2998,1,3,1,1,0,0,0,0,0,0,2,2,3,4,27
"1324",2998,0,1,2,1,0,0,0,0,0,0,2,2,3,4,28
"1325",2998,1,2,2,1,0,0,0,0,0,0,2,2,3,4,29
"1326",2998,1,3,2,1,0,0,0,0,0,0,2,2,3,4,30
"1327",2998,0,1,3,1,0,0,0,0,0,0,2,2,3,4,31
"1328",2998,0,2,3,1,0,0,0,0,0,0,2,2,3,4,32
"1329",2998,1,3,3,1,0,0,0,0,0,0,2,2,3,4,33
"1330",2998,0,1,4,1,0,0,0,0,0,0,2,2,3,4,34
"1331",2998,1,2,4,1,0,0,0,0,0,0,2,2,3,4,35
"1332",2998,1,3,4,1,0,0,0,0,0,0,2,2,3,4,36
"1333",2998,0,1,1,1,0,0,0,0,0,0,2,2,3,4,37
"1334",2998,0,2,1,1,0,0,0,0,0,0,2,2,3,4,38
"1335",2998,0,3,1,1,0,0,0,0,0,0,2,2,3,4,39
"1336",2998,0,1,2,1,0,0,0,0,0,0,2,2,3,4,40
"1337",2998,0,2,2,1,0,0,0,0,0,0,2,2,3,4,41
"1338",2998,0,3,2,1,0,0,0,0,0,0,2,2,3,4,42
"1339",2998,0,1,3,1,0,0,0,0,0,0,2,2,3,4,43
"1340",2998,0,2,3,1,0,0,0,0,0,0,2,2,3,4,44
"1341",2998,0,3,3,1,0,0,0,0,0,0,2,2,3,4,45
"1342",2998,0,1,4,1,0,0,0,0,0,0,2,2,3,4,46
"1343",2998,0,2,4,1,0,0,0,0,0,0,2,2,3,4,47
"1344",2998,0,3,4,1,0,0,0,0,0,0,2,2,3,4,48
"1345",3103,1,1,1,0,0,1,19.05,0,0,16.67,1,2,2,3,1
"1346",3103,1,2,1,0,0,1,19.05,0,0,16.67,1,2,2,3,2
"1347",3103,1,3,1,0,0,1,19.05,0,0,16.67,1,2,2,3,3
"1348",3103,0,1,2,0,0,1,19.05,0,0,16.67,1,2,2,3,4
"1349",3103,1,2,2,0,0,1,19.05,0,0,16.67,1,2,2,3,5
"1350",3103,1,3,2,0,0,1,19.05,0,0,16.67,1,2,2,3,6
"1351",3103,1,1,3,0,0,1,19.05,0,0,16.67,1,2,2,3,7
"1352",3103,1,2,3,0,0,1,19.05,0,0,16.67,1,2,2,3,8
"1353",3103,1,3,3,0,0,1,19.05,0,0,16.67,1,2,2,3,9
"1354",3103,1,1,4,0,0,1,19.05,0,0,16.67,1,2,2,3,10
"1355",3103,1,2,4,0,0,1,19.05,0,0,16.67,1,2,2,3,11
"1356",3103,1,3,4,0,0,1,19.05,0,0,16.67,1,2,2,3,12
"1357",3103,1,1,1,0,1,1,19.05,0,0,16.67,1,2,2,3,13
"1358",3103,1,2,1,0,0,1,19.05,0,0,16.67,1,2,2,3,14
"1359",3103,1,3,1,0,0,1,19.05,0,0,16.67,1,2,2,3,15
"1360",3103,1,1,2,0,0,1,19.05,0,0,16.67,1,2,2,3,16
"1361",3103,1,2,2,0,0,1,19.05,0,0,16.67,1,2,2,3,17
"1362",3103,1,3,2,0,1,1,19.05,0,0,16.67,1,2,2,3,18
"1363",3103,0,1,3,0,0,1,19.05,0,0,16.67,1,2,2,3,19
"1364",3103,1,2,3,0,0,1,19.05,0,0,16.67,1,2,2,3,20
"1365",3103,1,3,3,0,0,1,19.05,0,0,16.67,1,2,2,3,21
"1366",3103,0,1,4,0,0,1,19.05,0,0,16.67,1,2,2,3,22
"1367",3103,1,2,4,0,1,1,19.05,0,0,16.67,1,2,2,3,23
"1368",3103,1,3,4,0,1,1,19.05,0,0,16.67,1,2,2,3,24
"1369",3103,2,1,1,1,0,1,19.05,0,0,16.67,1,2,2,3,25
"1370",3103,1,2,1,1,0,1,19.05,0,0,16.67,1,2,2,3,26
"1371",3103,1,3,1,1,0,1,19.05,0,0,16.67,1,2,2,3,27
"1372",3103,0,1,2,1,0,1,19.05,0,0,16.67,1,2,2,3,28
"1373",3103,0,2,2,1,0,1,19.05,0,0,16.67,1,2,2,3,29
"1374",3103,2,3,2,1,0,1,19.05,0,0,16.67,1,2,2,3,30
"1375",3103,1,1,3,1,0,1,19.05,0,0,16.67,1,2,2,3,31
"1376",3103,1,2,3,1,0,1,19.05,0,0,16.67,1,2,2,3,32
"1377",3103,1,3,3,1,0,1,19.05,0,0,16.67,1,2,2,3,33
"1378",3103,0,1,4,1,0,1,19.05,0,0,16.67,1,2,2,3,34
"1379",3103,1,2,4,1,0,1,19.05,0,0,16.67,1,2,2,3,35
"1380",3103,2,3,4,1,0,1,19.05,0,0,16.67,1,2,2,3,36
"1381",3103,1,1,1,1,0,1,19.05,0,0,16.67,1,2,2,3,37
"1382",3103,1,2,1,1,0,1,19.05,0,0,16.67,1,2,2,3,38
"1383",3103,1,3,1,1,0,1,19.05,0,0,16.67,1,2,2,3,39
"1384",3103,1,1,2,1,0,1,19.05,0,0,16.67,1,2,2,3,40
"1385",3103,1,2,2,1,0,1,19.05,0,0,16.67,1,2,2,3,41
"1386",3103,2,3,2,1,0,1,19.05,0,0,16.67,1,2,2,3,42
"1387",3103,1,1,3,1,0,1,19.05,0,0,16.67,1,2,2,3,43
"1388",3103,0,2,3,1,0,1,19.05,0,0,16.67,1,2,2,3,44
"1389",3103,1,3,3,1,0,1,19.05,0,0,16.67,1,2,2,3,45
"1390",3103,0,1,4,1,0,1,19.05,0,0,16.67,1,2,2,3,46
"1391",3103,0,2,4,1,0,1,19.05,0,0,16.67,1,2,2,3,47
"1392",3103,1,3,4,1,0,1,19.05,0,0,16.67,1,2,2,3,48
"1393",3178,1,1,1,0,0,1,5,4.35,4.17,0,1,2,2,3,1
"1394",3178,1,2,1,0,0,1,5,4.35,4.17,0,1,2,2,3,2
"1395",3178,1,3,1,0,0,1,5,4.35,4.17,0,1,2,2,3,3
"1396",3178,1,1,2,0,0,1,5,4.35,4.17,0,1,2,2,3,4
"1397",3178,1,2,2,0,0,1,5,4.35,4.17,0,1,2,2,3,5
"1398",3178,0,3,2,0,0,1,5,4.35,4.17,0,1,2,2,3,6
"1399",3178,0,1,3,0,0,1,5,4.35,4.17,0,1,2,2,3,7
"1400",3178,1,2,3,0,0,1,5,4.35,4.17,0,1,2,2,3,8
"1401",3178,1,3,3,0,0,1,5,4.35,4.17,0,1,2,2,3,9
"1402",3178,1,1,4,0,0,1,5,4.35,4.17,0,1,2,2,3,10
"1403",3178,1,2,4,0,0,1,5,4.35,4.17,0,1,2,2,3,11
"1404",3178,1,3,4,0,0,1,5,4.35,4.17,0,1,2,2,3,12
"1405",3178,2,1,1,0,0,1,5,4.35,4.17,0,1,2,2,3,13
"1406",3178,1,2,1,0,0,1,5,4.35,4.17,0,1,2,2,3,14
"1407",3178,1,3,1,0,0,1,5,4.35,4.17,0,1,2,2,3,15
"1408",3178,1,1,2,0,1,1,5,4.35,4.17,0,1,2,2,3,16
"1409",3178,1,2,2,0,0,1,5,4.35,4.17,0,1,2,2,3,17
"1410",3178,1,3,2,0,0,1,5,4.35,4.17,0,1,2,2,3,18
"1411",3178,1,1,3,0,0,1,5,4.35,4.17,0,1,2,2,3,19
"1412",3178,1,2,3,0,0,1,5,4.35,4.17,0,1,2,2,3,20
"1413",3178,1,3,3,0,0,1,5,4.35,4.17,0,1,2,2,3,21
"1414",3178,0,1,4,0,0,1,5,4.35,4.17,0,1,2,2,3,22
"1415",3178,1,2,4,0,0,1,5,4.35,4.17,0,1,2,2,3,23
"1416",3178,1,3,4,0,0,1,5,4.35,4.17,0,1,2,2,3,24
"1417",3178,1,1,1,1,1,1,5,4.35,4.17,0,1,2,2,3,25
"1418",3178,1,2,1,1,0,1,5,4.35,4.17,0,1,2,2,3,26
"1419",3178,1,3,1,1,0,1,5,4.35,4.17,0,1,2,2,3,27
"1420",3178,1,1,2,1,0,1,5,4.35,4.17,0,1,2,2,3,28
"1421",3178,1,2,2,1,0,1,5,4.35,4.17,0,1,2,2,3,29
"1422",3178,0,3,2,1,0,1,5,4.35,4.17,0,1,2,2,3,30
"1423",3178,1,1,3,1,0,1,5,4.35,4.17,0,1,2,2,3,31
"1424",3178,1,2,3,1,0,1,5,4.35,4.17,0,1,2,2,3,32
"1425",3178,1,3,3,1,0,1,5,4.35,4.17,0,1,2,2,3,33
"1426",3178,1,1,4,1,0,1,5,4.35,4.17,0,1,2,2,3,34
"1427",3178,1,2,4,1,0,1,5,4.35,4.17,0,1,2,2,3,35
"1428",3178,1,3,4,1,0,1,5,4.35,4.17,0,1,2,2,3,36
"1429",3178,1,1,1,1,0,1,5,4.35,4.17,0,1,2,2,3,37
"1430",3178,1,2,1,1,0,1,5,4.35,4.17,0,1,2,2,3,38
"1431",3178,1,3,1,1,0,1,5,4.35,4.17,0,1,2,2,3,39
"1432",3178,1,1,2,1,0,1,5,4.35,4.17,0,1,2,2,3,40
"1433",3178,1,2,2,1,0,1,5,4.35,4.17,0,1,2,2,3,41
"1434",3178,1,3,2,1,0,1,5,4.35,4.17,0,1,2,2,3,42
"1435",3178,1,1,3,1,0,1,5,4.35,4.17,0,1,2,2,3,43
"1436",3178,1,2,3,1,0,1,5,4.35,4.17,0,1,2,2,3,44
"1437",3178,1,3,3,1,0,1,5,4.35,4.17,0,1,2,2,3,45
"1438",3178,1,1,4,1,0,1,5,4.35,4.17,0,1,2,2,3,46
"1439",3178,1,2,4,1,0,1,5,4.35,4.17,0,1,2,2,3,47
"1440",3178,1,3,4,1,0,1,5,4.35,4.17,0,1,2,2,3,48
"1441",3210,1,1,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,1
"1442",3210,1,2,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,2
"1443",3210,1,3,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,3
"1444",3210,1,1,2,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,4
"1445",3210,1,2,2,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,5
"1446",3210,1,3,2,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,6
"1447",3210,1,1,3,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,7
"1448",3210,1,2,3,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,8
"1449",3210,1,3,3,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,9
"1450",3210,1,1,4,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,10
"1451",3210,1,2,4,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,11
"1452",3210,1,3,4,0,1,1,20.83,15,0,8.33,NA,NA,NA,NA,12
"1453",3210,1,1,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,13
"1454",3210,1,2,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,14
"1455",3210,1,3,1,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,15
"1456",3210,1,1,2,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,16
"1457",3210,1,2,2,0,1,1,20.83,15,0,8.33,NA,NA,NA,NA,17
"1458",3210,1,3,2,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,18
"1459",3210,1,1,3,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,19
"1460",3210,1,2,3,0,1,1,20.83,15,0,8.33,NA,NA,NA,NA,20
"1461",3210,1,3,3,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,21
"1462",3210,1,1,4,0,1,1,20.83,15,0,8.33,NA,NA,NA,NA,22
"1463",3210,1,2,4,0,0,1,20.83,15,0,8.33,NA,NA,NA,NA,23
"1464",3210,1,3,4,0,1,1,20.83,15,0,8.33,NA,NA,NA,NA,24
"1465",3210,1,1,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,25
"1466",3210,0,2,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,26
"1467",3210,1,3,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,27
"1468",3210,1,1,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,28
"1469",3210,1,2,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,29
"1470",3210,1,3,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,30
"1471",3210,1,1,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,31
"1472",3210,1,2,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,32
"1473",3210,1,3,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,33
"1474",3210,1,1,4,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,34
"1475",3210,1,2,4,1,1,1,20.83,15,0,8.33,NA,NA,NA,NA,35
"1476",3210,1,3,4,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,36
"1477",3210,1,1,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,37
"1478",3210,1,2,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,38
"1479",3210,0,3,1,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,39
"1480",3210,1,1,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,40
"1481",3210,2,2,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,41
"1482",3210,1,3,2,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,42
"1483",3210,2,1,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,43
"1484",3210,1,2,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,44
"1485",3210,1,3,3,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,45
"1486",3210,1,1,4,1,1,1,20.83,15,0,8.33,NA,NA,NA,NA,46
"1487",3210,1,2,4,1,1,1,20.83,15,0,8.33,NA,NA,NA,NA,47
"1488",3210,1,3,4,1,0,1,20.83,15,0,8.33,NA,NA,NA,NA,48
"1489",3228,1,1,1,0,0,1,0,0,0,4.17,1,1,1,1,1
"1490",3228,1,2,1,0,0,1,0,0,0,4.17,1,1,1,1,2
"1491",3228,1,3,1,0,0,1,0,0,0,4.17,1,1,1,1,3
"1492",3228,1,1,2,0,0,1,0,0,0,4.17,1,1,1,1,4
"1493",3228,1,2,2,0,0,1,0,0,0,4.17,1,1,1,1,5
"1494",3228,1,3,2,0,0,1,0,0,0,4.17,1,1,1,1,6
"1495",3228,1,1,3,0,0,1,0,0,0,4.17,1,1,1,1,7
"1496",3228,0,2,3,0,0,1,0,0,0,4.17,1,1,1,1,8
"1497",3228,1,3,3,0,0,1,0,0,0,4.17,1,1,1,1,9
"1498",3228,1,1,4,0,0,1,0,0,0,4.17,1,1,1,1,10
"1499",3228,1,2,4,0,0,1,0,0,0,4.17,1,1,1,1,11
"1500",3228,1,3,4,0,0,1,0,0,0,4.17,1,1,1,1,12
