subject_id,grupo,k_self_parabolico_antiguo,k_other_parabolico_antiguo,beta_parabolico_antiguo,k_self_lineal_antiguo,k_other_lineal_antiguo,beta_lineal_antiguo,k_self_hiperbolico_antiguo,k_other_hiperbolico_antiguo,beta_hiperbolico_antiguo,k_self_parabolico_nuevo,k_other_parabolico_nuevo,beta_parabolico_nuevo,k_self_lineal_nuevo,k_other_lineal_nuevo,beta_lineal_nuevo,k_self_hiperbolico_nuevo,k_other_hiperbolico_nuevo,beta_hiperbolico_nuevo
7107,1,4.90346077370047e-8,0.69358670499198,1.04804801222464,1.1421410069499e-6,0.676360007130451,1.04804901222934,0.15787659551681,0.733834760490726,1.38406974125011,0.00836789252977698,0.0652214186953092,0.639384953909107,0.0381259167767515,0.362107808639581,0.739624899100592,0.0562924244078,0.523914816693762,1.22610435068565
7389,1,5.93422370000739e-9,0.72295359519024,2.7717278535941,8.47312693783668e-8,0.834619321886645,2.77172798426733,1.50233032477523e-8,0.856718510437316,2.7717279330561,0.00928061827745571,0.0355490221913976,1.28137352734801,0.0381458179903085,0.15779568603169,1.32285152769583,0.0519879146732035,0.151825418337654,1.85202142709518
7512,1,9.09334179948104e-8,0.749995982733855,17.2507172068004,4.24510611107723e-10,0.653560312969933,22.1236594769823,5.0111797347521e-8,0.749992291220786,18.7825162806759,0.0083905887827309,0.017515822026167,0.89039478766337,0.0471690191997689,0.0796239072944762,0.930074383980895,0.0756675548205801,0.050356808331227,1.13744834366106
7656,0,0.300331283222451,0.752243359304952,0.963526030504894,0.889613175551895,0.750030880623214,1.09120877382902,1.49999997108,0.748247352993688,2.38185502261082,0.00651517011045384,0.266015669880508,0.882091582697675,0.0284398808652494,0.956781094059869,1.10701197575121,0.0380952230557946,1.28603895667114,2.79567863413103
7772,0,1.61800534991513e-8,0.675509004748972,1.34621392554418,2.52597616935505e-7,0.654657750599249,1.34621433608362,7.25409353550115e-8,0.625315335651049,1.34621398159225,0.0409445564349646,0.0274556174960363,0.869957564259092,0.157998477646602,0.134544538876442,0.902368442418373,0.146126233282628,0.11321819290806,1.23918200484121
7803,0,0.14786364135907001,0.750717671262013,0.307136075045372,0.333290105345137,0.739405890868362,0.271243144581313,0.0955701289803426,0.745367571097295,0.2429270015538,0.0384516719252925,0.108117523039693,0.515536914071605,0.233860728525602,0.422703207049609,0.577111128580948,0.298424595045444,0.354759704736173,0.988873315448643
7875,1,1.68902988545506e-8,0.750008009569977,18.9513402715642,5.30095209097553e-8,0.750000226536251,18.8626600355921,2.89940944554421e-7,0.750016796839646,17.2439741227187,0.00697800526939397,0.049095870070378,1.60222828038607,0.0305128128589328,0.210700867188704,1.6513450078993,0.0378776656248083,0.224150466683505,2.76272646641253
7927,0,3.7082166940514e-9,0.749999998899314,19.6124485914412,5.26755246699241e-8,0.889764979529465,18.9857548460563,5.32381452916533e-8,0.750132626952051,18.7472682247491,0.00904874905110349,0.026989985258012,1.60186693170631,0.0405938090995155,0.118517660922896,1.64973267611313,0.0600165278739418,0.104142786338876,2.273331988974
7937,1,4.48461435094015e-9,0.751976497035054,2.82591484381044,7.70695814333961e-10,0.837314047082678,2.82591484218258,1.49993196501564e-8,0.855754071926531,2.82591486037728,0.00836937365320816,0.0168740016259912,1.21192777477789,0.0398254040083894,0.0879995449978454,1.27201302319158,0.042950247617813,0.08099101207876,1.57496291823933
8228,1,0.112566441649935,0.753144306797878,0.668087477246602,0.431970355092252,0.680777163124876,0.75224283657886,0.602448597754509,0.758355093864633,1.22942138008433,0.00855138376777786,0.118606174982687,0.721303604832919,0.0397729792110908,0.537096539136124,0.834556195457752,0.065365862427488,0.572585617649398,1.38442271647488
8251,1,2.47142470353547e-9,0.745576653798521,2.19282372990157,2.14403132773261e-7,0.737162398257017,2.19282413935,1.07451924763715e-7,0.72459063652141,2.1928243573475,0.00700251873773132,0.0311185683822744,1.62786209873353,0.0309431645493471,0.156576158574191,1.74344836361771,0.0374034482030776,0.173813997532322,2.69034829214504
8604,1,2.6111329066797e-9,0.750000001762392,20.4186664783823,4.26263563371341e-8,0.749957357649021,18.7648495743786,3.60881168412449e-10,0.737960139594902,22.1676526046597,0.0114817326028064,0.0198500032393531,1.18406147511723,0.0653585740486082,0.0819312423407441,1.23098197608987,0.0961734133673429,0.0599853437261798,1.63596481082031
8704,0,0.0411211203829524,0.740931038487434,2.09729257158827,0.0913620733773665,0.728988580749095,1.9762460876083,0.102013064545164,0.734556422779449,2.30215550734819,0.0141972741544793,0.0821040225792168,1.3802643624618,0.053282571594558,0.321384978964686,1.3400629077311,0.0850427419374295,0.279934714061773,2.17509682971553
8925,1,0.0791142907852502,0.750036353464453,0.759544476225028,0.27004874687146,0.736396622373906,0.783189903996491,0.517750906237966,0.706715707319452,1.23902432281647,0.00783515626335012,0.0976429735358164,0.811948956986611,0.0332175354402827,0.446918461064316,0.910943023816152,0.0465273072861001,0.569294505988695,1.64761611365216
8949,0,0.0488434122840814,0.750097665791924,0.95101929657104,0.0501228667397512,0.652564067501855,0.862988877915825,0.0906870040753981,0.749985820786587,1.00013568777097,0.0128554693529626,0.0674471044947259,0.747747885820357,0.0786467448960059,0.257590167483142,0.775716496131477,0.111693666563698,0.207935660461437,1.1082614616132
8987,0,1.76066341392884e-8,0.749992559131614,19.1309797168975,8.45577601525264e-8,0.749996338533895,18.921516233651,8.89057181363761e-8,1.13042109315449,17.9919223308321,0.024497331962524498,0.0222116497795129,1.57731223718152,0.127702594903361,0.124059457567103,1.75708469502556,0.109085434621657,0.111656651056542,2.43160684326922
9045,0,0.0720767966246044,0.749635882740317,2.90292885893631,0.263220911055343,0.765400388754726,3.15166656189979,0.25631105742316,0.755491968939981,4.26353592862536,0.0414736361582243,0.0936972646490054,1.2346106545561,0.292373084983846,0.445635476532344,1.88948786066373,0.277366618333295,0.435255423683751,3.39006118222575
9203,0,1.41041775987358e-8,0.75019958536842,18.9016126554614,4.2549619120819e-8,0.976383628994936,18.8035412863448,7.87830966295989e-9,0.750047063093484,20.3062183466233,0.00814188648913397,0.0170430165343105,2.67625573610255,0.0362587282998395,0.0762609666604632,2.73387898288475,0.0450219481536863,0.0592209891853061,3.87965634474397
9350,0,1.41041775987358e-8,0.75019958536842,18.9016126554614,4.2549619120819e-8,0.976383628994936,18.8035412863448,7.87830966295989e-9,0.750047063093484,20.3062183466233,0.00813961001097277,0.0170447242299074,2.67642048493359,0.036258545219263,0.0762611240398605,2.73388641977033,0.0450226468110302,0.0592201810142749,3.87965248102952
9477,1,1.67053322690279e-7,0.74996327531206,17.1045073030821,7.1346819787909e-8,0.749995141873092,18.6886028949529,1.33386398955855e-8,0.748419242263194,20.0223871221991,0.0316209767290277,0.0658331871637391,0.964765652361174,0.0995650205913625,0.242587567110762,0.921997507069775,0.131145184819105,0.229020794892357,1.49195176405364
